familyNumber,applicationNumber,applicationDate,publicationNumber,publicationDate,patentName,abstract,applicant,inventor,IPC,IPC_count,CPC,CPC_count,familyMembers (appNum),geographicalExtensions,familyDates_min,familyDates_max,timeDifference,backwardCitationsESpaceRaw,backwardCitationsESpaceA,backwardCitationsESpaceB,backwardCitationsGoogle,forwardCitationsGoogle,publicationNumberGoogle
059383885,BY2016000007W,2016-10-03,WO2017127911A1,2017-08-03,['BELT CONVEYOR'],"A belt conveyor containing a belt (5) disposed on longitudinal infinite closed drive traction chains (15, 16, 18) which are located on central (6) and, having different diameters, lateral (7, 8) guide elements, which are in turn disposed on different axes. A system (3) for driving the traction chains contains a plurality of drive sprockets (22) which have identical diameters and which are installed on a drive shaft (21). A system (4) for tensioning the traction chains contains a plurality of independent tension adjustment elements. The present invention prevents conveyor belt skewing and reduces energy costs.",SHAPLYKO PAVEL VALERIEVICH (BY),SHAPLYKO PAVEL VALERIEVICH (BY),B65G17/02; B65G23/06,2,"B65G17/02 (EP,EA); B65G23/06 (EP,EA)",2,BY2016000007W; EA201600174A,2,2017-07-31,2019-03-29,20,6,3,3,3,1,
059383886,EA201600177A,2016-01-04,EA032110B1,2017-07-31,['MULTI-STAGE ROCKET AND METHOD OF OPERATING THE SAME'],"The invention is related to rocket engineering, in particular, to multi-stage rockets, and can be used in rocket building. The objective of the present invention is reduction of a rocket stage mass and augmentation of potentially possible number of stages as compared to the prototype, which, in turn, will lead to an increase in the rocket range and in a payload mass relative to the rocket. Said objective is attained by that the rocket portion disposed above the payload compartment is divided into segments, the segments are arranged one above another, fuel and oxidant tanks being provided in every segment, each segment is divided into proportional parts, the upper part of each segment is a nose fairing, fuel tanks coupled with rocket engines are arranged in front of the payload compartment, the lower part of the segment is curved in accordance with the upper part of the previous segment. Separation of spent segments of the rocket is performed in sequence after emptying of fuel and oxidant tanks of the segment to be separated, beginning from the segment farthest from the rocket engines, transversely to the longitudinal axis of the rocket; after that, the rocket engines are supplied with fuel from the next underlying segment.",STEPANYAN REVIK ARTUROVICH (BY),STEPANYAN REVIK ARTUROVICH (BY),B64G1/00; B64G1/22; F42B15/12,3,B64G1/00 (EA); B64G1/22 (EA); F42B15/12 (EA),3,EA201600177A,1,2017-07-31,2019-04-30,21,3,3,3,3,1,
059383888,EA201600111A,2015-12-31,EA030727B1,2017-07-31,['METHOD FOR SELECTIVE PERIODICAL EXPLOITATION OF LOW-PERMEABLE FORMATIONS AND DEVICE FOR IMPLEMENTING THE SAME'],"The invention is related to exploitation of several formations using a deep-well sucker-rod pump (DSP). An installation equipped with a surface control station with a frequency converter and a settings control unit is descended into a well, the installation comprising a tubing string, a liner packer combination for separation of the upper and lower formations, a DSP for fluid lifting from the two formations, DSP inlets being in communication with above-packer and under-packer spaces through a suction valve and the outlet being in communication with the tubing string cavity through a travelling valve, a gas separator providing communication of the above-packer and under-packer spaces with the DSP suction valve and separation of associated gas from fluid and its discharge from the DSP receipt through a well pipeline. Downstream of the gas separator, a valve mechanism is installed controlled by settings from the control station and providing alternate connection of the above-packer and under-packer cavity to the suction valve of the pump. Fluid is lifted through the tubing string to an oil collection line. Settings are determined on the basis of lower and upper limiting pressures of lower and upper formations operation by recording and processing pressure build-up curves (PBC). On the basis of PBC processing results, values of lower and upper limiting bottomhole pressure at which the control system turns on/off lower or upper formation operation are corrected, and periods of draining – pressure recovery – are determined. The technical result consists in provision of a method for controlled selective periodical exploitation of low-permeable formations.",REPUBLICAN UNITARY ENTPR PRODUCTION ASSOCIATION BELORUSNEFT (BY),DEMYANENKO NIKOLAY ALEKSANDROVICH (BY); GALAJ MIKHAIL IVANOVICH (BY); MULITSA STANISLAV IOSIFOVICH (BY); TRETJYAKOV DMITRY LEONIDOVICH (BY); TOKAREV VADIM VLADIMIROVICH (BY); KLOCHKOV SERGEY DMITRIEVICH (BY); PETRIKEVICH PAVEL ALEKSANDROVICH (BY); SELKIN PAVEL PETROVICH (BY),E21B34/16; E21B43/14; E21B47/06; E21B47/10,4,,0,EA201600111A,1,2017-07-31,2018-09-28,14,3,3,3,3,4,
059383889,EA201600164A,2016-01-20,EA029689B1,2017-07-31,['VENTILATION GRILL'],"The invention is related to air flow control devices, in particular, to design of ventilation grills that are installed in facade structures and window and door structures as infilling elements. The invention proposes a ventilation grill made of metal sections, wherein horizontal (2) and vertical (1) sections are joined butt-to-butt by means of angle pieces (4), and each of lamels (3) is linked, at each of its ends, by means of lock-on connections, to a distance insert (5) placed in a vertical section (1) and supported by an angle piece (4) or a distance insert (5) of the lamel (3) positioned below. The lamel (3) has a cross-section shape formed by two vertical segments (10) linked continuously to each other, and by at least one inclined segment (11) arranged therebetween. The vertical section (1) has an U-shaped cross-section. The horizontal section (2) is closed and has a cross-section shape defined by combination of cross-section shapes of the vertical section (1) and the lamel section (3). The angle piece (4) on the side of a positioning element (12) in the vertical section has a height variable in accordance with the total height (H) of the frame structure and with the preset constant lamels (3) mounting pitch.",JOINT LLC ALUMINTECHNO (BY),SOSUNKEVICH ANDREY LEONIDOVICH (BY); TORELKIN DMITRY SERGEEVICH (BY),F24F13/08,1,,0,EA201600164A,1,2017-07-31,2018-04-30,9,10,10,10,10,1,
059383891,EA201600202A,2015-12-30,EA030943B1,2017-07-31,['METHOD FOR REDUCING FROST FORMATION IN A RECUPERATIVE HEAT EXCHANGER'],"The invention is related to the field of heat exchange, in particular, to utilization of heat of ventilation emissions in heat-exchange systems using a hot humid gaseous heat-carrier and a cold heat-carrier having a temperature lower than 0°C. A method for reducing frost formation in a recuperative heat exchanger is disclosed, in accordance with which, for decreasing intensity of convective heat exchange between the cold heat-carrier and the heat-exchange surface and reducing formation of a laminar boundary layer on the initial section of length x, the heat-exchange partitions disposed in the initial section at a distance x from the inlet of the cold heat-carrier flow are put out of the heat-exchange process, and outlet of the hot heat-carrier from the heat-exchange zone is provided upstream of the initial section, the initial section length x being limited by reduction of the mean convective heat-exchange coefficient in the direction of the cold heat-carrier flow to a value 1.5-2 times higher than the mean convective heat-exchange coefficient in the remaining part of the length of the heat-exchange plates.",REPUBLICAN UNITARY ENTERPRISE INST OF HOUSING NIPTIS NAMED AFTER S S ATAEV (BY),OSIPOV SERGEY NIKOLAEVICH (BY); PILIPENKO VLADIMIR MITROFANOVICH (BY); ZAKHARENKO ANASTASIYA VYACHESLAVOVNA (BY),F28D9/00; F28F13/02; F28F17/00,3,,0,EA201600202A,1,2017-07-31,2018-10-31,15,4,4,4,4,0,
059416589,EP17183483A,2017-07-27,EP3276760A1,2018-01-31,['SOLID-STATE ACTIVE MEDIUM AND A SEMICONDUCTOR LASER COMPRISING THE SAME'],"The invention provides a solid-state active medium (2) for a semiconductor laser (10), the active medium (2) comprising or consisting of a mixture of at least three types of semiconductor powders, wherein each of the at least three types of semiconductor powders have the general formula Zn x Cd 1-x S y Se 1-y  with x and y each being a value between 0 and 1. The semiconductor laser (10) comprises the solid-state active medium (2), and a pump system (1) capable of emitting a pump radiation (3) in the near-UV to violet spectral range.",THE STATE SCIENT INSTITUTION B I STEPANOV INSTITUTE OF PHYSICS OF NATIONAL ACADEMY OF SCIENCES OF BE (BY); KING ABDULAZIZ CITY SCI & TECH (SA),LEANENIA MAKSIM SERGEEVICH (BY); YABLONSKII GENNADII PETROVICH (BY); LUTSENKO EVGENII VIKTOROVICH (BY); ALYAMANI AHMED Y (SA); ALANAZI LAFI M (SA); ALJOHANI MAHER M (SA); ALJARIWI ABDULAZIZ A (SA),H01S5/10; H01S5/30,2,H01S5/1067 (EP); H01S5/1092 (EP); H01S5/3018 (EP),3,EP17183483A,1,2018-01-31,2018-01-31,0,4,4,4,4,0,
059495084,RU2016114003A,2016-04-11,RU2624926C1,2017-07-11,['PROPORTIONAL VALVE OF MANAGEMENT OF HYDROMECHANICAL TRANSFER FREQUENCIES'],"FIELD: machine engineering.SUBSTANCE: valve includes coaxially arranged first stage, made in the form of a pressure regulator, and a second stage in the form of a regulator-distributor of the main flow of the working fluid. The valve contains two additional throttles: a choke of the pressure control chamber formed in the valve body and an inter-chamber choke installed between the pressure regulating chamber and the control chamber of the regulating valve. The ball valve is installed in the valve chamber of the valve body with a radial clearance characteristic of the precision pair. The pusher of the proportional electromagnet is installed in the hole of the electromagnet body with a radial clearance characteristic of the precision pair; the end face of the supporting head contacting the armature of the electromagnet is spherical, longitudinal grooves are provided on the cylindrical surface of the shaft to communicate the cavity of the armature of the electromagnet with the port of draining the working fluid.EFFECT: improving the quality and stability of the pressure control characteristics in the control of hydro-mechanical transmission clutches and reducing the flow of working fluid to the drain through the pressure regulator during the control process.4 cl, 5 dwg",GOSUDARSTVENNOE UCHREZHDENIE VYSSHEGO PROFESSIONALNOGO OBRAZOVANIYA BELORUSSKO-ROSSIJSKIJ UNIV (BY),TARASIK VLADIMIR PETROVICH (BY); SAVITSKIJ VIKTOR SERGEEVICH (BY); PLYAKIN ROMAN VLADIMIROVICH (BY); GORBATENKO NIKOLAJ NIKOLAEVICH (BY); EGOROV ALEKSANDR NIKOLAEVICH (BY); REGINYA VLADIMIR VLADISLAVOVICH (BY),F15B13/044; F16H61/06,2,F15B13/0442 (RU); F16H61/068 (RU),2,RU2016114003A,1,2017-07-11,2017-07-11,0,5,5,5,5,5,
059495279,RU2016114005A,2016-04-11,RU2625695C1,2017-07-18,['HYDRAULIC STEERING SYSTEM FOR HEAVY TRUCKS'],"FIELD: transportation.SUBSTANCE: hydraulic steering system for heavy trucks contains the pressurised operating fluid flow amplifier, communicated to the steering gear distributor and with the rod ends of four cylinders and two additional distributors, communicated to the head ends of four cylinders. Four cylinders are made as single-rod. The pressurised operating fluid flow amplifier is provided with the pressurised operating fluid flow direction selection distributor, communicated to the rod ends of four cylinders. The head ends of each cylinders pair is communicated to one of additional distributors. The control domes of the additional distributors are communicated with solenoid valves connected to non-contact position sensors of the vehicle moving elements.EFFECT: design simplification and the hydraulic system maintenance.6 cl, 8 dwg",OTKRYTOE AKTSIONERNOE OBSHCHESTVO BELAZ - UPRAVLYAYUSHCHAYA KOMPANIYA KHOLDINGA BELAZ-KHOLDING (BY),MYASISHEV VLADIMIR NIKOLAEVICH (BY); ZABOLOTSKIJ MIKHAIL MIKHAJLOVICH (BY); CHAJKO VIKTOR ANDREEVICH (BY),B62D3/14; B62D5/06,2,B62D3/14 (RU); B62D5/06 (RU),2,RU2016114005A,1,2017-07-18,2017-07-18,0,4,4,4,4,0,
059497166,RU2016100664A,2016-01-11,RU2016100664A,2017-07-17,['FRICTION SHOCK ABSORBER'],"FIELD: machine engineering.SUBSTANCE: shock absorber comprises a body (1) formed by its walls (3), a neck (2) and a bottom (4). On the bottom, there is a pre-pressed reciprocating device (5) with a friction unit (7) on its top. The friction unit consists of a pressure wedge (10) and spacer wedges (11) contacting with it. In the neck, there are guide plates (12) in contact with the spacer wedges and with the movable plates (13). The movable plates are placed in contact with the walls and provided with projections. The guide plates are mounted on the inner projections (26) and are provided with friction surfaces (F1 and F2). The friction surfaces are limited in zone from ends of guide plates from side of bottom towards the neck. The movable plates are provided with shanks (32). The width of shank ends is less than the width of movable plate ends at neck forepart.EFFECT: improved reliability of friction shock-absorber operation.4 cl, 20 dwg",GOLOVACH OLEG NIKOLAEVICH (BY),GOLOVACH OLEG NIKOLAEVICH (BY),B61G9/00; B61G11/14; F16F7/08,3,B61G11/14 (RU); F16F7/08 (RU),2,RU2016100664A,1,2017-07-17,2018-03-07,8,4,4,4,2,1,
059563026,IB2017050623W,2017-02-04,WO2017137878A1,2017-08-17,['MULTI-CHANNEL MULTI-SYSTEM RADIO FREQUENCY UNIT OF A SATELLITE NAVIGATION RECEIVER'],"The invention relates to multi-system radio frequency units for satellite navigation receivers and can be used for simultaneously receiving a random combination of navigation signals from multiple navigation systems: GLONASS, GPS, Galileo, BeiDou, IRNSS, QZSS. The present unit, produced using system-on-chip technology, contains four identical independently configurable receiving channels, which are highly insulated against mutual signal penetration and interference, two heterodyne frequency synthesizers with a mode for generating a single heterodyne signal for all four channels, a heterodyne quadrature signal generator for quadrature mixers, and a system for automatically calibrating the bands of intermediate frequency filters. Each receiving channel contains a quadrature mixer with image channel suppression, which is designed to permit selection of an upper or lower stop band, and an automatic digital-analog system for intermediate frequency gain control. When the claimed unit is in operation, a random reference frequency from a given range and also a random conversion frequency from a given range are used for the quadrature mixers when a signal is received. A clock frequency for a correlator is obtained from the heterodyne frequency generated by either of the two built-in frequency synthesizers.",TCHERNIAKOVSKI NIKOLAI (BY); OBSHCHESTVO S OGRANICHENNOY OTVETSTVEN NOSTYU NTLA B-SC (RU),ANTONOV IGOR (BY); KOLOTKIN ANDREY (BY),G01S19/13,1,"G01S19/33 (EP,US); G01S19/36 (EP,US)",2,AU2017218717A; AU2020202929A; CN201780007768A; EA201600368A; EP17749942A; IB2017050623W; IL26069718A; US201816046822A,7,2017-08-17,2022-01-11,53,34,24,24,19,14,
059563026,AU2017218717A,2017-02-04,AU2017218717A1,2018-09-13,['Multi-channel multi-system radio frequency unit of a satellite navigation receiver'],"The invention relates to multi-system radio frequency units for satellite navigation receivers and can be used for simultaneously receiving a random combination of navigation signals from multiple navigation systems: GLONASS, GPS, Galileo, BeiDou, IRNSS, QZSS. The present unit, produced using system-on-chip technology, contains four identical independently configurable receiving channels, which are highly insulated against mutual signal penetration and interference, two heterodyne frequency synthesizers with a mode for generating a single heterodyne signal for all four channels, a heterodyne quadrature signal generator for quadrature mixers, and a system for automatically calibrating the bands of intermediate frequency filters. Each receiving channel contains a quadrature mixer with image channel suppression, which is designed to permit selection of an upper or lower stop band, and an automatic digital-analog system for intermediate frequency gain control. When the claimed unit is in operation, a random reference frequency from a given range and also a random conversion frequency from a given range are used for the quadrature mixers when a signal is received. A clock frequency for a correlator is obtained from the heterodyne frequency generated by either of the two built-in frequency synthesizers.",OBSHCHESTVO S OGRANICHENNOY OTVETSTVENNOSTYU NTLAB SC (RU); TCHERNIAKOVSKI NIKOLAI (BY),ANTONOV IGOR; KOLOTKIN ANDREI,G01S19/13,1,"G01S19/33 (EP,US); G01S19/36 (EP,US)",2,AU2017218717A; AU2020202929A; CN201780007768A; EA201600368A; EP17749942A; IB2017050623W; IL26069718A; US201816046822A,7,2017-08-17,2022-01-11,53,34,24,24,18,14,
059563026,EP17749942A,2017-02-04,EP3413088A1,2018-12-12,['MULTI-CHANNEL MULTI-SYSTEM RADIO FREQUENCY UNIT OF A SATELLITE NAVIGATION RECEIVER'],"The invention relates to multisystem radio-frequency units of navigational satellite receivers and may be used for the simultaneous reception of any combination of navigation signals from multiple navigation systems: GLONASS, GPS, Galileo, BeiDou, IRNSS and QZSS.  The unit made based on the ""system-on-chip"" technology comprises four identical independently configurable reception channels with a high degree of isolation from interpenetration of a signal and contaminating signals, two heterodyne frequency synthesizers having a single heterodyne signal generation mode for all four channels, a quadrature heterodyne signal driver for quadrature mixers and an automatic intermediate frequency filter band calibration system.  Each reception channel comprises a quadrature mixer with image channel suppression adapted to select an upper or lower stop band, and a digital-to-analog automatic intermediate frequency gain control system.  When the claimed unit operates, any reference frequency from the specified band is used for receiving the signal, as well as any conversion frequency from the specified band for quadrature mixers.  The clock frequency for a correlator is obtained from the heterodyne frequency generated by any of two integrated frequency synthesizers.",TCHERNIAKOVSKI NIKOLAI (BY); OBSHCHESTVO S OGRANICHENNOY OTVETSTVENNOSTYU NTLAB SC (RU); TCHERNIAKOVSKI NIKOLAI (BY); OBSHCHESTVO S OGRANICHENNOY OTVETSTVENNOSTYU NTLAB SC (RU),ANTONOV IGOR (BY); KOLOTKIN ANDREI (BY); ANTONOV IGOR (BY); KOLOTKIN ANDREI (BY),G01S19/13; G01S19/33; G01S19/36,3,"G01S19/33 (EP,US); G01S19/36 (EP,US)",2,AU2017218717A; AU2020202929A; CN201780007768A; EA201600368A; EP17749942A; IB2017050623W; IL26069718A; US201816046822A,7,2017-08-17,2022-01-11,53,34,24,24,18,14,
059563026,US201816046822A,2018-07-26,US11221416B2,2018-11-15,['MULTI-CHANNEL MULTI-SYSTEM RADIO FREQUENCY UNIT OF A SATELLITE NAVIGATION RECEIVER'],"A multisystem radio-frequency unit of navigational satellite receivers and may be used for the simultaneous reception of any combination of navigation signals from multiple navigation systems: The unit is based on the “system-on-chip” technology and includes four identical independently configurable reception channels with a high degree of isolation from interpenetration of a signal and contaminating signals, two heterodyne frequency synthesizers having a single heterodyne signal generation mode for all four channels, a quadrature heterodyne signal driver for quadrature mixers and an automatic intermediate frequency filter band calibration system. Each reception channel includes a quadrature mixer with image channel suppression adapted to select an upper or lower stop band, and a digital-to-analog automatic intermediate frequency gain control system. During operation, any reference frequency from the specified band can be used for receiving the signal, as well as any conversion frequency from the specified band for the quadrature mixers.",TCHERNIAKOVSKI NIKOLAI (BY); OBSHCHESTVO S OGRANICHENNOY OTVETSTVENNOSTYU NTLAB SC (RU); TCHERNIAKOVSKI NIKOLAI (BY); OBSHCHESTVO S OGRANICHENNOY OTVETSTVENNOSTYU NTLAB SC (RU); TCHERNIAKOVSKI NIKOLAI (BY); OBSHCHESTVO S OGRANICHENNOY OTVETSTVENNOSTYU “NTLAB SC” (RU); OBSHCHESTVO S ORGANICHENNOY OTVETSTVENNOSTYU “NTLAB SC” (RU),ANTONOV IGOR (BY); KOLOTKIN ANDREI (BY); ANTONOV IGOR (BY); KOLOTKIN ANDREI (BY); ANTONOV IGOR (BY); KOLOTKIN ANDREI (BY),G01S19/33; G01S19/36,2,"G01S19/33 (EP,US); G01S19/36 (EP,US)",2,AU2017218717A; AU2020202929A; CN201780007768A; EA201600368A; EP17749942A; IB2017050623W; IL26069718A; US201816046822A,7,2017-08-17,2022-01-11,53,34,24,24,20,14,
059563026,AU2020202929A,2020-05-01,AU2020202929A1,2020-05-21,['Multi-channel multi-system radio frequency unit of a satellite navigation receiver'],"Abstract The invention relates to multisystem radio-frequency units of navigational satellite receivers and may be used for the simultaneous reception of any combination of navigation signals from multiple navigation systems: GLONASS, GPS, Galileo, BeiDou, IRNSS and QZSS. The unit made based on the ""system-on-chip"" technology comprises four identical independently configurable reception channels with a high degree of isolation from interpenetration of a signal and contaminating signals, two heterodyne frequency synthesizers having a single heterodyne signal generation mode for all four channels, a quadrature heterodyne signal driver for quadrature mixers and an automatic intermediate frequency filter band calibration system. Each reception channel comprises a quadrature mixer with image channel suppression adapted to select an upper or lower stop band, and a digital-to-analog automatic intermediate frequency gain control system. When the claimed unit operates, any reference frequency from the specified band is used for receiving the signal, as well as any conversion frequency from the specified band for quadrature mixers. The clock frequency for a correlator is obtained from the heterodyne frequency generated by any of two integrated frequency synthesizers.",OBSHCHESTVO S OGRANICHENNOY OTVETSTVENNOSTYU NTLAB SC (RU); TCHERNIAKOVSKI NIKOLAI (BY),ANTONOV IGOR; KOLOTKIN ANDREI,G01S19/13,1,"G01S19/33 (EP,US); G01S19/36 (EP,US)",2,AU2017218717A; AU2020202929A; CN201780007768A; EA201600368A; EP17749942A; IB2017050623W; IL26069718A; US201816046822A,7,2017-08-17,2022-01-11,53,34,24,24,18,14,
059563643,BY2016000008W,2016-12-29,WO2017136912A1,2017-08-17,['MULTI-TIERED CAGE SYSTEM FOR KEEPING AND RAISING POULTRY'],"The utility model relates to cage systems for keeping and raising poultry, primarily broiler chickens. A multi-tiered cage system for keeping and raising poultry contains a multi-tiered frame, drinking and feeding systems mounted on each cage tier, a multi-tiered belt conveyor, and an unloading device. The system is characterized in that the unloading device is comprised of lateral guides mounted on vertical metal uprights of the frame at the level of each tier and parallel to the line of movement of the conveyor belt disposed below the cage, and boxes mounted on the conveyor belt in an amount of one or two below each cage section or below certain cage sections such that the boxes can more freely along the lateral guides. Preferred embodiments of the device for unloading poultry envisage specific positions of the lateral guides, the possibility of installing central guides, and the possibility of providing guides in the boxes, into which the floors of the cage sections can be mounted.",SOVMESTNOE ZAKRYTOE AKTSIONERNOE OBSHCHESTVO SERVOLUX (BY),SINITSA YAUHENI NIKOLAEVICH (BY),A01K31/06,1,"A01K31/005 (EP,EA); A01K31/06 (EP,EA); A01K45/005 (EP,EA)",3,BY2016000008W; EA201800468A; EP16889681A,3,2017-08-17,2020-08-10,36,9,6,6,6,0,
059563643,EP16889681A,2016-12-29,EP3415001A1,2018-12-19,['MULTI-TIERED CAGE SYSTEM FOR KEEPING AND RAISING POULTRY'],"The utility model relates to the cage systems for keeping and raising poultry, primarily broiler chickens. Multi-tiered cage system for keeping and raising poultry contains a multi-tiered frame, drinking and feeding systems mounted on each tier of the frame, multi-tiered belt conveyor, the unloading device. The system is characterized in that the unloading device is comprised of a lateral guides mounted on vertical metal support racks of frame on each tier parallel to the conveyor belt motion line above the level of the conveyor belt and below the floor level of the cage sections throughout the tier of the frame and one or two boxes installed under each cage section or under separate cage sections on the conveyor belt moving freely along the lateral guides. Preferred embodiments of the poultry unloading device envisage specific positions of the lateral guides, the possibility of installing central guides and having the guides in the boxes to install floors of the cage sections into them.",SOVMESTNOE ZAKRYTOE AKTSIONERNOE OBSHCHESTVO SERVOLUX (BY); ZAKRYTOE AKTSIONERNOE OBSHCHESTVO SERVOLUX AGRO (BY),SINITSA YAUHENI NIKOLAEVICH (BY); SINITSA YAUHENI NIKOLAEVICH (BY),A01K31/06; A01K31/00; A01K45/00,3,"A01K31/005 (EP,EA); A01K31/06 (EP,EA); A01K45/005 (EP,EA)",3,BY2016000008W; EA201800468A; EP16889681A,3,2017-08-17,2020-08-10,36,9,6,6,5,0,
059563643,EA201800468A,2016-12-29,EA035783B1,2019-04-30,['MULTI-TIERED CAGE SYSTEM FOR KEEPING AND RAISING POULTRY'],"The invention relates to cage systems for keeping and raising poultry, primarily broiler chickens. A multi-tiered cage system for keeping and raising poultry contains a multi-tiered frame, drinking and feeding systems mounted on each cage tier, a multi-tiered belt conveyor, and an unloading device. The system is characterized in that the unloading device is comprised of lateral guides mounted on vertical metal uprights of the frame at the level of each tier and parallel to the line of movement of the conveyor belt disposed below the cage, and boxes mounted on the conveyor belt in an amount of one or two below each cage section or below certain cage sections such that the boxes can more freely along the lateral guides. Preferred embodiments of the device for unloading poultry envisage specific positions of the lateral guides, the possibility of installing central guides, and the possibility of providing guides in the boxes, into which the floors of the cage sections can be mounted.",SERVOLUX AGRO CJSC (BY),SINITSA EVGENY NIKOLAEVICH (BY),A01K31/06,1,"A01K31/005 (EP,EA); A01K31/06 (EP,EA); A01K45/005 (EP,EA)",3,BY2016000008W; EA201800468A; EP16889681A,3,2017-08-17,2020-08-10,36,9,6,6,5,0,
059632332,RU2016116048A,2016-04-25,RU2627548C1,2017-08-08,['COMPOSITION FOR MANUFACTURING GINGERBREAD WITH BIOLOGICALLY ACTIVE ADDITIVES'],"FIELD: food industry.SUBSTANCE: composition is proposed for manufacturing gingerbread with biologically active additives, containing wheat flour of the highest grade, granulated sugar, sodium bicarbonate, ammonium carbonate and melange, wherein it additionally contains natural honey, margarine and powder from vegetables and/or fruits or berries, obtained by means of drying the initial raw materials in two stages. At the first stage, drying is carried out to the residual humidity of 30-35% at the temperature up to 90°C, and at the second stage - to the residual humidity of 6-8% at a temperature not exceeding 40°C, with the simultaneous disintegration of the materials to be processed. The composition contains carrot, pumpkin, Jerusalem artichoke, melon, apple, quince, sea-buckthorn, banana, apricot powders.EFFECT: obtaining gingerbread with the increased content of natural vitamins and antioxidants.4 cl, 1 tb",GUSTINOVICH VASILIJ GRIGOREVICH (BY),GUSTINOVICH VASILIJ GRIGOREVICH (BY); CHERNYKH VALERIJ YAKOVLEVICH (RU); GODUNOV OLEG ALEKSANDROVICH (RU),A21D13/80,1,A21D13/80 (RU),1,RU2016116048A,1,2017-08-08,2017-08-08,0,4,4,4,4,2,
059632570,RU2016118012A,2016-05-10,RU2627545C1,2017-08-08,['PLANT FOR DEHYDRATION OF AGRICULTURAL RAW MATERIALS AND WILD-GROWING PLANTS'],"FIELD: agriculture.SUBSTANCE: installation comprises a gateway to initial raw material loads, the output of which is combined with the input of the pre-grinding unit, the output of the pre-grinding unit is connected by the screw conveyor to the inlet of the sprayer, the outlet of which is connected to the inlet of the wind tunnel made with the possibility of regulating the flow density of the crushed dried material, water vapours and air; the outlet of the wind tunnel by the dried material is connected to the aerodynamic drying unit.EFFECT: invention allows to develop a dehydration plant of a simple design with low energy consumption during its operation.5 cl",GUSTINOVICH VASILIJ GRIGOREVICH (BY),GUSTINOVICH VASILIJ GRIGOREVICH (BY); GODUNOV OLEG ALEKSANDROVICH (RU),A23B7/02; F26B3/12,2,"A23B4/031 (EP); A23B7/02 (EP); A23B7/0205 (EP); A23B7/026 (EP); F26B3/12 (EP,RU); A23B7/02 (RU)",6,RU2016000327W; RU2016118012A,1,2017-08-08,2017-11-16,3,6,3,3,3,0,
059632570,RU2016000327W,2016-05-31,WO2017196205A1,2017-11-16,['INSTALLATION FOR DEWATERING OF AGRICULTURAL RAW MATERIALS AND WILD PLANTS'],﻿This invention relates to the processing of agricultural plants and wild plants for the production of powders used in the food industry.,HUSTINOVICH VASILIY GRIGOR'EVICH (BY); GODUNOV OLEG ALEKSANDROVICH (RU),HUSTINOVICH VASILIY GRIGOR'EVICH (BY); GODUNOV OLEG ALEKSANDROVICH (RU),A23B7/02; F26B3/12,2,"A23B4/031 (EP); A23B7/02 (EP); A23B7/0205 (EP); A23B7/026 (EP); F26B3/12 (EP,RU); A23B7/02 (RU)",6,RU2016000327W; RU2016118012A,1,2017-08-08,2017-11-16,3,6,3,3,3,0,
059632627,RU2016125614A,2016-06-27,RU2627138C1,2017-08-03,['COPPER-BASED SINTERED FRICTION MATERIAL'],"FIELD: metallurgy.SUBSTANCE: material contains 5-8% wt % of tin, 5-7 wt % of graphite, 15-20 wt % of steel powder PH-30 and the rest - copper.EFFECT: increasing the coefficient of friction and increasing the stability of the frictional torque, reducing the sintering temperature, increasing the specific pressure during operation.1 tbl",GOSUDARSTVENNOE NAUCHNOE UCHREZHDENIE INST POROSHKOVOJ METALLURGII (BY),LESHOK ANDREJ VALEREVICH (BY); ILYUSHCHENKO ALEKSANDR FEDOROVICH (BY); ROGOVOJ ALEKSANDR NIKOLAEVICH (BY),C22C9/00,1,C22C9/00 (RU),1,RU2016125614A,1,2017-08-03,2017-08-03,0,6,6,6,5,2,
059633190,RU2016104206A,2016-02-09,RU2016104206A,2017-08-15,['GEAR OF THE DRILLING BIT'],"FIELD: mining.SUBSTANCE: gear of a drill bit consists of a shank with a convex generatrix and a convex rock-breaking part. The convex shank generatrix is designed so that the center of the shank has a diameter D exceeding the diameters at its ends by an amount δ=(0.3-0.4)Δ, where Δ - the calculated diametrical tightness of the shank of the tooth in the slot of the cutter. The convex shank generatrix can be made along a certain arc of a circle, a broken line or a logarithmic curve.EFFECT: uniform distribution of contact pressures along the entire shank of the gear, reducing the crushing-shearing surface of the socket when pressing the gear.2 dwg, 1 tbl",PROIZVODSTVENNO - TORGOVOE OBSHCHESTVO S OGRANICHENNOJ OTVETSTVENNOSTYU AGROSTROJ (BY),BACHILO PAVEL GENNADEVICH (BY); VAJTKUS YULIUS MARTINOVICH (BY); FILIPPOVICH DMITRIJ OLEGOVICH (BY),E21B10/16; E21B10/52,2,E21B10/16 (RU); E21B10/52 (RU),2,RU2016104206A,1,2017-08-15,2017-09-26,1,6,6,6,5,0,
